id,link,price,min_to_metro,region_of_moscow,total_area,living_area,floor,number_of_floors,construction_year,is_new,is_apartments,ceiling_height,number_of_rooms,key_rent
942,https://www.cian.ru/sale/flat/306262119/,11890000,5.0,ЗАО,54.0,35.0,3.0,17.0,1988.0,0,0,,2,0.18
943,https://www.cian.ru/sale/flat/304380638/,12000000,5.0,ВАО,44.0,27.0,7.0,9.0,1972.0,0,0,2.7,2,0.18
944,https://www.cian.ru/sale/flat/302391228/,12100000,3.0,ЗАО,53.9,32.3,7.0,17.0,1988.0,0,0,,2,0.18
945,https://www.cian.ru/sale/flat/300575725/,12250000,2.0,ЗелАО,44.9,28.6,9.0,12.0,1967.0,0,0,2.64,2,0.18
946,https://www.cian.ru/sale/flat/303519781/,12400000,11.0,ЮЗАО,45.9,30.4,10.0,12.0,1972.0,0,0,2.64,2,0.18
947,https://www.cian.ru/sale/flat/301811787/,12600000,16.0,НАО (Новомосковский),40.0,,4.0,,,0,0,,2,0.18
948,https://www.cian.ru/sale/flat/304315292/,12799000,3.0,ЮВАО,45.1,30.4,1.0,5.0,1962.0,0,0,,2,0.18
949,https://www.cian.ru/sale/flat/305752117/,12999999,8.0,ЮВАО,52.0,30.0,9.0,14.0,1984.0,0,0,,2,0.18
950,https://www.cian.ru/sale/flat/305643251/,13100000,8.0,ЮЗАО,52.0,29.7,2.0,9.0,1991.0,0,0,2.64,2,0.18
951,https://www.cian.ru/sale/flat/296423941/,13500000,6.0,СВАО,57.0,32.0,2.0,22.0,1984.0,0,0,2.7,2,0.18
952,https://www.cian.ru/sale/flat/306224988/,13500000,7.0,ЗАО,44.3,27.7,7.0,9.0,1968.0,0,0,2.64,2,0.18
953,https://www.cian.ru/sale/flat/302883307/,13600000,18.0,НАО (Новомосковский),41.0,18.0,4.0,9.0,2021.0,0,0,2.7,2,0.18
954,https://www.cian.ru/sale/flat/302071988/,13750000,6.0,ЗелАО,57.4,30.4,16.0,16.0,2017.0,0,0,2.7,2,0.18
955,https://www.cian.ru/sale/flat/291017581/,13990000,21.0,ВАО,56.1,34.1,5.0,5.0,1958.0,0,0,2.65,2,0.18
956,https://www.cian.ru/sale/flat/305071333/,14500000,15.0,ЮВАО,56.0,30.7,7.0,12.0,1980.0,0,0,,2,0.18
957,https://www.cian.ru/sale/flat/305923391/,17500000,6.0,СЗАО,58.0,33.7,1.0,16.0,1980.0,0,0,2.8,2,0.18
958,https://www.cian.ru/sale/flat/305270923/,17700000,7.0,ЦАО,44.3,35.0,5.0,5.0,1964.0,0,0,2.58,2,0.18
959,https://www.cian.ru/sale/flat/305751763/,17990000,12.0,САО,38.0,20.0,5.0,9.0,1962.0,0,0,2.6,2,0.18
960,https://www.cian.ru/sale/flat/306281861/,18200000,7.0,ЮЗАО,50.0,35.0,2.0,4.0,1951.0,0,0,3.3,2,0.18
961,https://www.cian.ru/sale/flat/304546803/,13150000,9.0,ВАО,45.4,28.0,1.0,5.0,,0,0,,2,0.18
962,https://www.cian.ru/sale/flat/304251235/,13499000,8.0,ЮЗАО,46.0,29.0,5.0,9.0,1967.0,0,0,2.8,2,0.18
963,https://www.cian.ru/sale/flat/299529815/,13599000,11.0,НАО (Новомосковский),47.4,26.3,6.0,15.0,2019.0,0,0,,2,0.18
964,https://www.cian.ru/sale/flat/305183487/,13700000,7.0,ЮАО,44.5,29.0,3.0,12.0,1972.0,0,0,,2,0.18
965,https://www.cian.ru/sale/flat/306177556/,13800000,5.0,ЮВАО,52.0,35.0,16.0,19.0,2014.0,0,0,2.7,2,0.18
966,https://www.cian.ru/sale/flat/305642315/,14200000,12.0,ЮВАО,53.4,35.7,11.0,14.0,1996.0,0,0,,2,0.18
967,https://www.cian.ru/sale/flat/302788383/,135000000,13.0,ЦАО,123.0,108.0,2.0,9.0,2004.0,0,0,,3,0.18
968,https://www.cian.ru/sale/flat/300822468/,115000000,7.0,ЦАО,117.0,,5.0,,,0,0,,3,0.18
969,https://www.cian.ru/sale/flat/305010279/,76160000,5.0,ЦАО,108.8,,5.0,5.0,,0,0,,3,0.18
970,https://www.cian.ru/sale/flat/294675252/,111782770,6.0,ЦАО,131.4,101.4,4.0,7.0,1914.0,0,0,,3,0.18
971,https://www.cian.ru/sale/flat/295271852/,153000000,6.0,ЦАО,94.0,,2.0,7.0,1920.0,0,0,,3,0.18
972,https://www.cian.ru/sale/flat/305913440/,19500000,24.0,ВАО,61.6,39.3,4.0,9.0,1967.0,0,0,,3,0.18
973,https://www.cian.ru/sale/flat/304552404/,128000000,9.0,ЦАО,177.5,82.0,7.0,10.0,2005.0,0,0,,3,0.18
974,https://www.cian.ru/sale/flat/303395678/,115000000,7.0,ЦАО,120.0,,5.0,,,0,0,,3,0.18
975,https://www.cian.ru/sale/flat/301187444/,13850000,13.0,ЮЗАО,63.0,38.0,5.0,10.0,2008.0,0,0,,3,0.18
976,https://www.cian.ru/sale/flat/305913433/,47000000,19.0,ЦАО,90.8,54.1,13.0,23.0,2008.0,0,0,3.0,3,0.18
977,https://www.cian.ru/sale/flat/303070431/,140000000,8.0,ЦАО,117.0,92.0,12.0,15.0,2022.0,0,0,,3,0.18
978,https://www.cian.ru/sale/flat/306288277/,32000000,16.0,СЗАО,74.0,,14.0,22.0,2023.0,0,0,,3,0.18
979,https://www.cian.ru/sale/flat/304330056/,185000000,7.0,ЦАО,150.0,,11.0,,,0,0,,3,0.18
980,https://www.cian.ru/sale/flat/304330107/,328800000,10.0,ЦАО,242.97,,11.0,,,0,0,,3,0.18
981,https://www.cian.ru/sale/flat/305785336/,17800000,9.0,ЗАО,73.1,50.4,4.0,5.0,1954.0,0,0,3.0,3,0.18
982,https://www.cian.ru/sale/flat/304817322/,99115000,7.0,ЦАО,92.2,60.0,3.0,21.0,2023.0,0,0,3.1,3,0.18
983,https://www.cian.ru/sale/flat/304737194/,99115000,7.0,ЦАО,92.2,57.0,3.0,21.0,,0,0,,3,0.18
984,https://www.cian.ru/sale/flat/303088471/,90000000,12.0,ЦАО,95.0,56.0,7.0,12.0,1973.0,0,0,,3,0.18
985,https://www.cian.ru/sale/flat/306360140/,62000000,3.0,ЮАО,192.2,106.0,2.0,18.0,1958.0,0,0,3.1,3,0.18
986,https://www.cian.ru/sale/flat/303582581/,49900000,25.0,ЮАО,99.0,,14.0,,,0,0,,3,0.18
987,https://www.cian.ru/sale/flat/306107496/,14100000,8.0,СВАО,62.0,42.0,1.0,9.0,1972.0,0,0,2.64,3,0.18
988,https://www.cian.ru/sale/flat/304780948/,40000000,5.0,ЗАО,111.0,80.0,17.0,27.0,2004.0,0,0,3.0,3,0.18
989,https://www.cian.ru/sale/flat/302537359/,99000000,9.0,ЦАО,120.0,,2.0,14.0,2012.0,0,0,,3,0.18
990,https://www.cian.ru/sale/flat/306283512/,13700000,21.0,ЮАО,50.5,30.0,4.0,9.0,1970.0,0,0,2.5,3,0.18
991,https://www.cian.ru/sale/flat/300824521/,66000000,4.0,ЗАО,134.0,92.0,25.0,30.0,2004.0,0,0,,3,0.18
992,https://www.cian.ru/sale/flat/305384912/,90000000,14.0,ЦАО,87.7,47.7,12.0,20.0,2021.0,0,0,3.0,3,0.18
993,https://www.cian.ru/sale/flat/304420923/,37000000,9.0,ЗАО,84.0,59.0,8.0,18.0,2022.0,0,0,3.1,3,0.18
994,https://www.cian.ru/sale/flat/304750211/,27000000,19.0,СВАО,66.0,40.9,7.0,10.0,2023.0,0,0,3.1,3,0.18
995,https://www.cian.ru/sale/flat/306151519/,79000000,6.0,ЦАО,123.0,,5.0,8.0,2001.0,0,0,,3,0.18
996,https://www.cian.ru/sale/flat/305150208/,17500000,11.0,СЗАО,60.0,,5.0,9.0,1969.0,0,0,,3,0.18
997,https://www.cian.ru/sale/flat/303393129/,129500000,5.0,ЦАО,136.0,86.0,3.0,6.0,2005.0,0,0,,3,0.18
998,https://www.cian.ru/sale/flat/304493686/,18750000,8.0,ЮЗАО,58.7,,6.0,9.0,1968.0,0,0,,3,0.18
999,https://www.cian.ru/sale/flat/305863650/,18500000,13.0,ЗАО,63.1,43.8,5.0,9.0,1970.0,0,0,,3,0.18
1000,https://www.cian.ru/sale/flat/305727945/,29500000,17.0,СВАО,82.7,48.6,3.0,11.0,2019.0,0,0,2.83,3,0.18
1001,https://www.cian.ru/sale/flat/300563124/,23800000,23.0,СВАО,63.0,33.0,22.0,22.0,2021.0,0,0,,3,0.18
1002,https://www.cian.ru/sale/flat/305644568/,15900000,4.0,ЮВАО,58.0,,7.0,10.0,1968.0,0,0,,3,0.18
1003,https://www.cian.ru/sale/flat/295370167/,99000000,10.0,ЦАО,110.5,61.0,2.0,6.0,1912.0,0,0,3.0,3,0.18
1004,https://www.cian.ru/sale/flat/300441166/,45500000,10.0,ЦАО,73.4,51.0,2.0,9.0,1958.0,0,0,3.0,3,0.18
1005,https://www.cian.ru/sale/flat/304377769/,115000000,7.0,ЦАО,117.0,,5.0,21.0,2023.0,0,0,,3,0.18
1006,https://www.cian.ru/sale/flat/263883005/,96000000,5.0,ЗАО,136.0,,4.0,,,0,0,,3,0.18
1007,https://www.cian.ru/sale/flat/301012836/,87000000,5.0,ЗАО,116.0,43.0,4.0,14.0,1938.0,0,0,,3,0.18
1008,https://www.cian.ru/sale/flat/305171476/,27000000,6.0,ЦАО,65.7,37.4,2.0,5.0,1935.0,0,0,2.8,3,0.18
1009,https://www.cian.ru/sale/flat/306272049/,110000000,1.0,ЦАО,130.0,50.0,5.0,8.0,1997.0,0,0,,3,0.18
1010,https://www.cian.ru/sale/flat/288962979/,156800000,4.0,ЦАО,143.7,92.0,4.0,6.0,2008.0,0,0,,3,0.18
1011,https://www.cian.ru/sale/flat/305877821/,18900000,12.0,ЮЗАО,58.0,,7.0,9.0,1967.0,0,0,,3,0.18
1012,https://www.cian.ru/sale/flat/304518292/,64900000,4.0,ЗАО,134.0,,26.0,28.0,2021.0,0,0,,3,0.18
1013,https://www.cian.ru/sale/flat/305277559/,17500000,10.0,ЮВАО,60.0,,6.0,9.0,1973.0,0,0,,3,0.18
1014,https://www.cian.ru/sale/flat/306271385/,16850000,9.0,ЮЗАО,63.2,,2.0,12.0,1973.0,0,0,,3,0.18
1015,https://www.cian.ru/sale/flat/303542659/,65140000,5.0,ЗАО,99.0,36.0,7.0,25.0,2021.0,0,0,,3,0.18
1016,https://www.cian.ru/sale/flat/298642631/,73500000,18.0,ЗАО,128.0,90.0,5.0,23.0,2011.0,0,0,,3,0.18
1017,https://www.cian.ru/sale/flat/302548997/,31500000,5.0,СЗАО,72.2,47.2,4.0,30.0,2023.0,0,0,,3,0.18
1018,https://www.cian.ru/sale/flat/304729526/,52900000,8.0,ЗАО,65.0,39.0,2.0,9.0,2022.0,0,0,3.1,3,0.18
1019,https://www.cian.ru/sale/flat/303946752/,31500000,10.0,ЗАО,73.1,,17.0,17.0,1998.0,0,0,,3,0.18
1020,https://www.cian.ru/sale/flat/304393087/,46500000,16.0,СЗАО,70.0,29.0,10.0,19.0,,0,0,,3,0.18
1021,https://www.cian.ru/sale/flat/304685796/,47000000,13.0,ЗАО,100.5,44.0,12.0,24.0,2008.0,0,0,3.0,3,0.18
1022,https://www.cian.ru/sale/flat/302444756/,48000000,5.0,ЦАО,105.5,79.5,2.0,10.0,1939.0,0,0,3.2,3,0.18
1023,https://www.cian.ru/sale/flat/305856276/,10750000,15.0,САО,70.9,48.7,1.0,19.0,2012.0,0,0,2.7,3,0.18
1024,https://www.cian.ru/sale/flat/305114492/,14000000,6.0,СЗАО,51.0,35.0,5.0,9.0,1967.0,0,0,2.65,3,0.18
1025,https://www.cian.ru/sale/flat/297630559/,280000000,9.0,ЦАО,182.0,120.0,5.0,7.0,2022.0,0,0,3.2,3,0.18
1026,https://www.cian.ru/sale/flat/303563723/,15000000,4.0,ЗелАО,64.5,40.0,10.0,12.0,1982.0,0,0,2.64,3,0.18
1027,https://www.cian.ru/sale/flat/298372126/,115000000,17.0,ЮАО,124.0,71.0,12.0,14.0,2019.0,0,0,,3,0.18
1028,https://www.cian.ru/sale/flat/304421340/,90000000,7.0,ЦАО,103.6,65.0,3.0,6.0,1914.0,0,0,3.5,3,0.18
1029,https://www.cian.ru/sale/flat/303384591/,57000000,12.0,СЗАО,125.4,90.0,18.0,48.0,2003.0,0,0,,3,0.18
1030,https://www.cian.ru/sale/flat/304132374/,74990000,8.0,ЦАО,70.0,45.0,2.0,6.0,1977.0,0,0,,3,0.18
1031,https://www.cian.ru/sale/flat/289628414/,85000000,8.0,ЦАО,132.1,,7.0,,,0,0,,3,0.18
1032,https://www.cian.ru/sale/flat/303620291/,132106910,10.0,САО,130.0,,13.0,57.0,2006.0,0,0,,3,0.18
1033,https://www.cian.ru/sale/flat/305844841/,152000000,15.0,ЦАО,111.2,95.0,14.0,20.0,2017.0,0,0,,3,0.18
1034,https://www.cian.ru/sale/flat/297831958/,119900000,7.0,ЦАО,120.0,83.0,17.0,21.0,,0,0,,3,0.18
1035,https://www.cian.ru/sale/flat/303750856/,14000000,15.0,ЮАО,63.0,45.0,5.0,9.0,1969.0,0,0,2.64,3,0.18
1036,https://www.cian.ru/sale/flat/300045504/,15500000,6.0,ЮЗАО,57.9,37.8,3.0,9.0,1972.0,0,0,2.53,3,0.18
1037,https://www.cian.ru/sale/flat/304093216/,19300000,8.0,ЮЗАО,60.0,,8.0,9.0,1969.0,0,0,,3,0.18
1038,https://www.cian.ru/sale/flat/300723081/,14650000,3.0,ЮВАО,57.7,33.0,2.0,9.0,1969.0,0,0,2.64,3,0.18
1039,https://www.cian.ru/sale/flat/303466957/,45000000,16.0,ЗАО,102.1,65.0,13.0,23.0,2012.0,0,0,,3,0.18
1040,https://www.cian.ru/sale/flat/306121105/,33999999,14.0,ЮАО,73.0,28.0,2.0,18.0,2023.0,0,0,3.1,3,0.18
1041,https://www.cian.ru/sale/flat/305145422/,32000000,3.0,ЗАО,79.1,49.0,16.0,22.0,2004.0,0,0,2.7,3,0.18
1042,https://www.cian.ru/sale/flat/298391944/,36500000,8.0,ЮВАО,95.0,,3.0,26.0,2023.0,0,0,,3,0.18
1043,https://www.cian.ru/sale/flat/305458909/,75000000,15.0,ЦАО,72.8,52.0,17.0,21.0,2017.0,0,0,,3,0.18
1044,https://www.cian.ru/sale/flat/305275545/,49500000,9.0,СВАО,117.1,70.0,11.0,20.0,2019.0,0,0,,3,0.18
1045,https://www.cian.ru/sale/flat/294029718/,194800000,21.0,ЗАО,163.0,115.0,47.0,54.0,2012.0,0,0,,3,0.18
1046,https://www.cian.ru/sale/flat/305299727/,19500000,12.0,САО,63.2,44.1,11.0,12.0,1974.0,0,0,,3,0.18
1047,https://www.cian.ru/sale/flat/305272504/,55900000,5.0,ЗАО,96.0,64.0,7.0,14.0,1938.0,0,0,3.2,3,0.18
1048,https://www.cian.ru/sale/flat/306030708/,19500000,10.0,ЮЗАО,77.0,39.0,23.0,34.0,2021.0,0,0,2.7,3,0.18
1049,https://www.cian.ru/sale/flat/305021381/,95450000,8.0,ЦАО,83.0,60.0,5.0,21.0,2021.0,0,0,,3,0.18
1050,https://www.cian.ru/sale/flat/305831076/,27400000,8.0,ЗАО,53.6,21.1,3.0,27.0,2022.0,0,0,2.95,3,0.18
1051,https://www.cian.ru/sale/flat/305832562/,100000000,10.0,ЦАО,87.0,,2.0,,,0,0,,3,0.18
1052,https://www.cian.ru/sale/flat/296106332/,62532349,9.0,ЦАО,69.8,45.0,4.0,8.0,1941.0,0,0,3.2,3,0.18
1053,https://www.cian.ru/sale/flat/304966057/,43700000,8.0,СЗАО,66.0,40.0,6.0,33.0,,0,0,,3,0.18
1054,https://www.cian.ru/sale/flat/300178007/,128750000,22.0,ЗАО,111.0,80.0,3.0,8.0,2020.0,0,0,,3,0.18
1055,https://www.cian.ru/sale/flat/291597053/,68466075,4.0,ЦАО,78.1,,5.0,6.0,1952.0,0,0,,3,0.18
1056,https://www.cian.ru/sale/flat/305329289/,157000000,4.0,ЦАО,143.7,70.2,4.0,6.0,2008.0,0,0,,3,0.18
1057,https://www.cian.ru/sale/flat/303949163/,21900000,18.0,ВАО,82.0,51.0,5.0,24.0,2021.0,0,0,3.0,3,0.18
1058,https://www.cian.ru/sale/flat/302922494/,25900000,17.0,ЮЗАО,77.0,48.0,15.0,17.0,1999.0,0,0,2.7,3,0.18
1059,https://www.cian.ru/sale/flat/306359669/,22500000,10.0,ЮЗАО,75.3,46.2,2.0,16.0,1977.0,0,0,,3,0.18
1060,https://www.cian.ru/sale/flat/305669965/,32000000,5.0,САО,57.6,19.5,8.0,10.0,,0,0,,3,0.18
1061,https://www.cian.ru/sale/flat/301658279/,54000000,19.0,ЗАО,111.0,71.0,12.0,30.0,2008.0,0,0,3.1,3,0.18
1062,https://www.cian.ru/sale/flat/305287861/,25500000,12.0,САО,77.1,55.0,4.0,7.0,1940.0,0,0,,3,0.18
1063,https://www.cian.ru/sale/flat/303077896/,22690000,14.0,ЗАО,76.4,47.5,7.0,20.0,2016.0,0,0,2.8,3,0.18
1064,https://www.cian.ru/sale/flat/300289243/,59000000,14.0,ЮЗАО,143.0,75.0,20.0,21.0,1997.0,0,0,,3,0.18
1065,https://www.cian.ru/sale/flat/302572242/,20500000,15.0,ЗАО,77.2,34.9,4.0,5.0,1956.0,0,0,3.0,3,0.18
1066,https://www.cian.ru/sale/flat/300539828/,43000000,1.0,ЦАО,73.4,58.0,5.0,5.0,1910.0,0,0,,3,0.18
1067,https://www.cian.ru/sale/flat/304480322/,71000000,10.0,ЦАО,86.7,,6.0,7.0,1917.0,0,0,,3,0.18
1068,https://www.cian.ru/sale/flat/304326826/,49900000,21.0,СЗАО,103.6,50.0,4.0,15.0,,0,0,,3,0.18
1069,https://www.cian.ru/sale/flat/303816670/,78900000,3.0,ЦАО,133.0,70.0,5.0,5.0,1913.0,0,0,3.6,3,0.18
1070,https://www.cian.ru/sale/flat/303784934/,24500000,4.0,СВАО,80.0,37.2,29.0,33.0,,0,0,,3,0.18
1071,https://www.cian.ru/sale/flat/305268475/,16200000,8.0,ЮЗАО,63.4,45.0,4.0,9.0,1969.0,0,0,2.65,3,0.18
1072,https://www.cian.ru/sale/flat/303866198/,36400000,10.0,ЦАО,108.0,65.0,2.0,5.0,1904.0,0,0,3.2,3,0.18
1073,https://www.cian.ru/sale/flat/303957847/,96705000,5.0,ЗАО,92.1,,8.0,,,0,0,,3,0.18
1074,https://www.cian.ru/sale/flat/300548530/,26500000,9.0,ЮЗАО,78.3,53.5,3.0,8.0,1958.0,0,0,,3,0.18
1075,https://www.cian.ru/sale/flat/295184215/,41500000,14.0,ЮАО,93.0,50.0,13.0,15.0,2022.0,0,0,,3,0.18
1076,https://www.cian.ru/sale/flat/304374103/,45000000,20.0,ЮАО,84.5,46.6,21.0,40.0,2023.0,0,0,,3,0.18
1077,https://www.cian.ru/sale/flat/304180564/,19990000,10.0,ЮАО,74.4,45.5,7.0,17.0,1986.0,0,0,,3,0.18
1078,https://www.cian.ru/sale/flat/298700667/,65000000,16.0,СВАО,167.0,120.0,5.0,58.0,2014.0,0,0,3.1,3,0.18
1079,https://www.cian.ru/sale/flat/298876198/,477071611,7.0,ЦАО,175.0,,9.0,11.0,,0,0,,3,0.18
1080,https://www.cian.ru/sale/flat/295000130/,55000000,5.0,ЦАО,68.0,39.0,6.0,8.0,1940.0,0,0,,3,0.18
1081,https://www.cian.ru/sale/flat/303160235/,80000000,10.0,СВАО,103.0,60.0,10.0,12.0,2022.0,0,0,,3,0.18
1082,https://www.cian.ru/sale/flat/305320578/,41000000,8.0,ЗАО,87.5,45.0,2.0,29.0,2022.0,0,0,,3,0.18
1083,https://www.cian.ru/sale/flat/306032997/,130000000,12.0,САО,100.0,75.0,6.0,41.0,2021.0,0,0,,3,0.18
1084,https://www.cian.ru/sale/flat/297697455/,95000000,5.0,ЦАО,110.0,66.0,5.0,18.0,2002.0,0,0,,3,0.18
1085,https://www.cian.ru/sale/flat/306009673/,33000000,8.0,ЮВАО,85.0,50.0,15.0,30.0,2021.0,0,0,2.85,3,0.18
1086,https://www.cian.ru/sale/flat/305624798/,38000000,4.0,ВАО,77.0,51.4,8.0,8.0,1959.0,0,0,,3,0.18
1087,https://www.cian.ru/sale/flat/303730317/,29555555,9.0,САО,56.0,30.0,11.0,25.0,2020.0,0,0,3.0,3,0.18
1088,https://www.cian.ru/sale/flat/306345627/,15500000,7.0,НАО (Новомосковский),74.4,46.0,7.0,17.0,1990.0,0,0,2.7,3,0.18
1089,https://www.cian.ru/sale/flat/302700624/,15650000,5.0,ЗАО,56.0,41.4,4.0,9.0,1975.0,0,0,2.64,3,0.18
1090,https://www.cian.ru/sale/flat/303931443/,41900000,21.0,СЗАО,71.7,31.5,6.0,21.0,,0,0,,3,0.18
1091,https://www.cian.ru/sale/flat/305729304/,73900000,5.0,ЗАО,145.0,,13.0,,,0,0,,3,0.18
1092,https://www.cian.ru/sale/flat/302072009/,228220250,4.0,ЗАО,192.0,,29.0,53.0,2012.0,0,0,,3,0.18
1093,https://www.cian.ru/sale/flat/305020896/,45500000,10.0,СЗАО,108.8,,41.0,57.0,2022.0,0,0,,3,0.18
1094,https://www.cian.ru/sale/flat/305856830/,12400000,12.0,ЮВАО,60.0,34.8,9.0,9.0,1980.0,0,0,2.7,3,0.18
1095,https://www.cian.ru/sale/flat/305647119/,17900000,8.0,ЗАО,59.7,43.1,9.0,12.0,1971.0,0,0,2.67,3,0.18
1096,https://www.cian.ru/sale/flat/303404361/,22100000,6.0,НАО (Новомосковский),71.5,41.6,4.0,15.0,2021.0,0,0,2.6,3,0.18
1097,https://www.cian.ru/sale/flat/306025106/,33500000,14.0,ЮВАО,79.0,58.0,20.0,20.0,2021.0,0,0,3.6,3,0.18
1098,https://www.cian.ru/sale/flat/303487451/,26600000,18.0,ЮЗАО,69.0,43.2,5.0,14.0,1978.0,0,0,,3,0.18
1099,https://www.cian.ru/sale/flat/305169697/,33500000,7.0,ЮЗАО,67.0,30.0,23.0,32.0,2023.0,0,0,3.2,3,0.18
1100,https://www.cian.ru/sale/flat/305919964/,37890000,5.0,ЗАО,67.0,45.8,9.0,14.0,,0,0,,3,0.18
1101,https://www.cian.ru/sale/flat/305626774/,38500000,11.0,СЗАО,58.0,27.6,24.0,24.0,2020.0,0,0,,3,0.18
1102,https://www.cian.ru/sale/flat/306180394/,40000000,4.0,ЦАО,53.0,,16.0,,,0,0,,3,0.18
1103,https://www.cian.ru/sale/flat/304329803/,39999999,5.0,ЗАО,68.7,,6.0,,,0,0,,3,0.18
1104,https://www.cian.ru/sale/flat/303961894/,43000000,15.0,САО,109.4,,4.0,34.0,2008.0,0,0,,3,0.18
1105,https://www.cian.ru/sale/flat/303448686/,44900000,14.0,СЗАО,71.3,,11.0,,,0,0,,3,0.18
1106,https://www.cian.ru/sale/flat/305601244/,45700000,16.0,СЗАО,86.0,51.0,21.0,24.0,2017.0,0,0,3.2,3,0.18
1107,https://www.cian.ru/sale/flat/289413929/,46892000,17.0,СВАО,128.0,,49.0,,,0,0,,3,0.18
1108,https://www.cian.ru/sale/flat/306322664/,49500000,8.0,САО,89.0,60.0,6.0,18.0,2018.0,0,0,,3,0.18
1109,https://www.cian.ru/sale/flat/304510329/,49900000,8.0,ЦАО,142.2,81.0,4.0,7.0,1999.0,0,0,3.05,3,0.18
1110,https://www.cian.ru/sale/flat/306061624/,52900000,2.0,ВАО,116.0,88.0,17.0,37.0,2008.0,0,0,3.0,3,0.18
1111,https://www.cian.ru/sale/flat/302451772/,55000000,11.0,ЮАО,85.0,40.0,13.0,14.0,2018.0,0,0,,3,0.18
1112,https://www.cian.ru/sale/flat/296813743/,58400000,22.0,СЗАО,83.5,65.0,29.0,29.0,2023.0,0,0,,3,0.18
1113,https://www.cian.ru/sale/flat/304687263/,60000000,3.0,ЦАО,60.0,25.0,2.0,6.0,1910.0,0,0,,3,0.18
1114,https://www.cian.ru/sale/flat/299023289/,63800000,7.0,ЦАО,92.0,,2.0,8.0,1964.0,0,0,,3,0.18
1115,https://www.cian.ru/sale/flat/300864943/,65900000,5.0,ЗАО,110.0,60.0,15.0,25.0,2021.0,0,0,3.0,3,0.18
1116,https://www.cian.ru/sale/flat/289779269/,68466075,6.0,ЦАО,76.0,,5.0,6.0,1952.0,0,0,,3,0.18
1117,https://www.cian.ru/sale/flat/305926033/,77000000,11.0,СЗАО,125.0,44.0,26.0,38.0,2015.0,0,0,3.05,3,0.18
1118,https://www.cian.ru/sale/flat/306109652/,80000000,13.0,САО,93.0,63.0,14.0,41.0,2021.0,0,0,,3,0.18
1119,https://www.cian.ru/sale/flat/298150180/,93000000,9.0,ЦАО,105.0,80.0,4.0,5.0,1910.0,0,0,3.5,3,0.18
1120,https://www.cian.ru/sale/flat/306391352/,100000000,6.0,ЦАО,114.3,69.9,4.0,13.0,1956.0,0,0,,3,0.18
1121,https://www.cian.ru/sale/flat/296205791/,103140000,9.0,САО,183.0,146.0,15.0,,,0,0,,3,0.18
1122,https://www.cian.ru/sale/flat/292156332/,107000000,12.0,ЮАО,110.0,60.0,15.0,18.0,2017.0,0,0,3.5,3,0.18
1123,https://www.cian.ru/sale/flat/305017553/,112000000,11.0,СЗАО,118.0,,28.0,38.0,2015.0,0,0,,3,0.18
1124,https://www.cian.ru/sale/flat/304329858/,120000000,16.0,ЦАО,83.7,53.6,15.0,21.0,2019.0,0,0,,3,0.18
1125,https://www.cian.ru/sale/flat/304486156/,146700000,6.0,ЦАО,118.0,70.2,6.0,11.0,2022.0,0,0,,3,0.18
1126,https://www.cian.ru/sale/flat/303684798/,157000000,15.0,ЗАО,144.0,,8.0,11.0,2020.0,0,0,,3,0.18
1127,https://www.cian.ru/sale/flat/305502982/,175000000,6.0,ЦАО,104.9,,5.0,,,0,0,,3,0.18
1128,https://www.cian.ru/sale/flat/304329822/,182240000,7.0,ЦАО,113.9,56.6,6.0,12.0,2021.0,0,0,,3,0.18
1129,https://www.cian.ru/sale/flat/303535121/,200833820,12.0,ЦАО,138.8,,8.0,11.0,2008.0,0,0,,3,0.18
1130,https://www.cian.ru/sale/flat/302487462/,230000000,12.0,ЦАО,155.5,130.0,4.0,5.0,2014.0,0,0,,3,0.18
1131,https://www.cian.ru/sale/flat/295363385/,250000000,6.0,ЦАО,206.0,,7.0,17.0,2006.0,0,0,,3,0.18
1132,https://www.cian.ru/sale/flat/304330262/,292121920,7.0,ЦАО,154.2,94.7,3.0,7.0,2006.0,0,0,,3,0.18
1133,https://www.cian.ru/sale/flat/304744046/,440000000,5.0,ЦАО,168.0,,6.0,10.0,2019.0,0,0,,3,0.18
1134,https://www.cian.ru/sale/flat/306107116/,10890000,20.0,ЮАО,50.0,34.1,9.0,9.0,1975.0,0,0,,3,0.18
1135,https://www.cian.ru/sale/flat/306371688/,12200000,23.0,СВАО,57.0,,8.0,9.0,1972.0,0,0,,3,0.18
1136,https://www.cian.ru/sale/flat/305291807/,13500000,10.0,ЗелАО,77.4,46.4,2.0,17.0,1996.0,0,0,,3,0.18
1137,https://www.cian.ru/sale/flat/304727022/,13800000,8.0,ЮЗАО,64.0,36.9,4.0,9.0,1982.0,0,0,,3,0.18
1138,https://www.cian.ru/sale/flat/302195226/,15000000,4.0,ЮВАО,59.8,43.0,9.0,9.0,1968.0,0,0,2.5,3,0.18
1139,https://www.cian.ru/sale/flat/306126196/,15400000,9.0,НАО (Новомосковский),60.0,30.0,6.0,10.0,2024.0,0,0,3.0,3,0.18
1140,https://www.cian.ru/sale/flat/306310862/,16250000,13.0,ЮЗАО,57.7,39.0,1.0,9.0,1971.0,0,0,2.6,3,0.18
1141,https://www.cian.ru/sale/flat/305055886/,16400000,22.0,НАО (Новомосковский),77.9,42.7,2.0,16.0,2022.0,0,0,3.0,3,0.18
